user_played, instrument_name, velocity, pitch, start (s), end (s)
False,piano,80,49,9.347834500000001,9.553450627083334
True,piano,80,68,9.565226000000001,9.770842127083334
False,piano,80,56,9.565226000000001,9.977364052083335
False,piano,80,61,9.565226000000001,9.977364052083335
True,piano,80,70,9.7826175,9.988233627083334
True,piano,80,72,10.000009,10.205625127083334
False,piano,80,49,10.000009,10.412147052083334
True,piano,80,68,10.2174005,10.423016627083335
True,piano,80,70,10.434792000000002,11.259973902083335
False,piano,80,48,10.434792000000002,11.053451977083334
False,piano,80,48,11.0869665,11.292582627083334
True,piano,80,75,11.304358,11.509974127083334
False,piano,80,55,11.304358,11.716496052083334
False,piano,80,60,11.304358,11.716496052083334
True,piano,80,75,11.5217495,11.727365627083335
True,piano,80,73,11.739141000000002,11.944757127083335
False,piano,80,48,11.739141000000002,12.151279052083334
True,piano,80,72,11.956532500000002,12.162148627083335
True,piano,80,70,12.173924000000001,12.586062052083335
False,piano,80,53,12.173924000000001,12.792583977083334
True,piano,80,68,12.608707,12.814323127083334
True,piano,80,68,12.8260985,13.031714627083334
False,piano,80,53,12.8260985,13.031714627083334
True,piano,80,75,13.043490000000002,13.249106127083335
False,piano,80,60,13.043490000000002,13.455628052083334
False,piano,80,65,13.043490000000002,13.455628052083334
True,piano,80,75,13.260881500000002,13.466497627083335
True,piano,80,73,13.478273000000002,13.683889127083335
False,piano,80,53,13.478273000000002,13.890411052083335
True,piano,80,72,13.695664500000001,13.901280627083334
True,piano,80,70,13.913056000000001,14.325194052083335
False,piano,80,51,13.913056000000001,14.531715977083335
False,piano,80,51,14.565230500000002,14.770846627083335
False,piano,80,58,14.782622000000002,15.194760052083335
False,piano,80,63,14.782622000000002,15.194760052083335
True,piano,80,72,15.217405000000001,15.423021127083334
False,piano,80,51,15.217405000000001,15.629543052083335
True,piano,80,72,15.434796500000001,15.640412627083334
True,piano,80,65,15.652188,15.857804127083336
False,piano,80,37,15.652188,16.270847977083335
False,piano,80,49,15.652188,16.270847977083335
True,piano,80,65,15.869579500000002,16.075195627083335
True,piano,80,65,16.086971000000002,16.499109052083334
True,piano,80,68,16.086971000000002,16.499109052083334
False,piano,80,49,16.3043625,16.509978627083335
False,piano,80,56,16.521754,16.933892052083333
False,piano,80,61,16.521754,16.933892052083333
True,piano,80,72,16.956537,17.162153127083336
False,piano,80,49,16.956537,17.368675052083336
True,piano,80,72,17.173928500000002,17.379544627083334
True,piano,80,65,17.39132,17.596936127083335
False,piano,80,36,17.39132,18.009979977083336
False,piano,80,48,17.39132,18.009979977083336
True,piano,80,65,17.608711500000002,17.814327627083337
True,piano,80,64,17.826103000000003,18.238241052083335
True,piano,80,70,17.826103000000003,18.238241052083335
False,piano,80,48,18.0434945,18.249110627083336
False,piano,80,55,18.260886000000003,18.673024052083335
False,piano,80,60,18.260886000000003,18.673024052083335
True,piano,80,72,18.695669000000002,19.107807052083334
False,piano,80,48,18.695669000000002,19.107807052083334
True,piano,80,65,19.130452000000002,19.336068127083337
False,piano,80,41,19.130452000000002,19.749111977083334
False,piano,80,53,19.130452000000002,19.749111977083334
True,piano,80,65,19.347843500000003,19.553459627083335
True,piano,80,65,19.565235,19.977373052083337
True,piano,80,68,19.565235,19.977373052083337
False,piano,80,53,19.782626500000003,19.988242627083334
False,piano,80,60,20.000018,20.412156052083336
False,piano,80,65,20.000018,20.412156052083336
True,piano,80,72,20.434801,20.640417127083335
False,piano,80,53,20.434801,20.846939052083336
True,piano,80,72,20.6521925,20.857808627083337
True,piano,80,72,20.869584000000003,20.932989854166667
False,piano,80,39,20.869584000000003,21.488243977083336
False,piano,80,51,20.869584000000003,21.488243977083336
True,piano,80,73,20.933895652083336,21.139511779166668
True,piano,80,72,21.0869755,21.292591627083336
True,piano,80,70,21.304367000000003,21.509983127083334
False,piano,80,51,21.5217585,21.727374627083336
False,piano,80,58,21.739150000000002,22.151288052083334
False,piano,80,63,21.739150000000002,22.151288052083334
True,piano,80,72,22.173933,22.379549127083337
False,piano,80,51,22.173933,22.586071052083337
True,piano,80,72,22.391324500000003,22.596940627083335
True,piano,80,65,22.608716,22.814332127083336
False,piano,80,37,22.608716,23.227375977083337
False,piano,80,49,22.608716,23.227375977083337
True,piano,80,65,22.826107500000003,23.031723627083334
True,piano,80,65,23.043499,23.455637052083336
True,piano,80,68,23.043499,23.455637052083336
False,piano,80,49,23.260890500000002,23.466506627083337
False,piano,80,56,23.478282000000004,23.890420052083336
False,piano,80,61,23.478282000000004,23.890420052083336
True,piano,80,72,23.913065000000003,24.118681127083335
False,piano,80,49,23.913065000000003,24.325203052083335
True,piano,80,72,24.1304565,24.336072627083336
True,piano,80,65,24.347848000000003,24.553464127083334
False,piano,80,36,24.347848000000003,24.966507977083335
False,piano,80,48,24.347848000000003,24.966507977083335
True,piano,80,65,24.565239500000004,24.770855627083336
True,piano,80,64,24.782631000000002,25.194769052083334
True,piano,80,70,24.782631000000002,25.194769052083334
False,piano,80,48,25.000022500000004,25.205638627083335
False,piano,80,55,25.217414,25.629552052083337
False,piano,80,60,25.217414,25.629552052083337
True,piano,80,72,25.652197,25.857813127083336
False,piano,80,48,25.652197,26.064335052083337
True,piano,80,72,25.869588500000003,26.075204627083338
True,piano,80,65,26.086980000000004,26.292596127083335
False,piano,80,41,26.086980000000004,26.705639977083337
False,piano,80,53,26.086980000000004,26.705639977083337
True,piano,80,65,26.304371500000002,26.509987627083337
True,piano,80,65,26.521763000000004,26.933901052083336
True,piano,80,68,26.521763000000004,26.933901052083336
False,piano,80,53,26.7391545,26.944770627083336
False,piano,80,60,26.956546000000003,27.368684052083335
False,piano,80,65,26.956546000000003,27.368684052083335
True,piano,80,72,27.391329000000002,27.596945127083337
False,piano,80,53,27.391329000000002,27.803467052083334
True,piano,80,72,27.608720500000004,27.814336627083335
True,piano,80,75,27.826112000000002,28.031728127083337
False,piano,80,39,27.826112000000002,28.444771977083334
False,piano,80,51,27.826112000000002,28.444771977083334
True,piano,80,77,28.043503500000003,28.249119627083335
True,piano,80,75,28.260895,28.466511127083336
True,piano,80,72,28.478286500000003,28.683902627083334
False,piano,80,51,28.478286500000003,28.683902627083334
True,piano,80,70,28.695678000000004,29.107816052083336
False,piano,80,58,28.695678000000004,29.107816052083336
False,piano,80,63,28.695678000000004,29.107816052083336
True,piano,80,75,29.130461000000004,29.336077127083335
False,piano,80,51,29.130461000000004,29.542599052083336
True,piano,80,72,29.347852500000002,29.553468627083337
True,piano,64,70,29.565244000000003,29.977382052083335
False,piano,64,37,29.565244000000003,30.390425902083336
True,piano,64,68,30.000027000000003,30.825208902083336
False,piano,64,49,30.434810000000002,31.259991902083335
False,piano,64,53,30.434810000000002,31.259991902083335
False,piano,64,56,30.434810000000002,31.259991902083335
True,piano,64,72,31.304376,31.509992127083336
False,piano,64,36,31.304376,32.129557902083334
True,piano,64,72,31.521767500000003,31.727383627083338
True,piano,64,72,31.739159000000004,31.944775127083336
True,piano,64,72,31.956550500000002,32.16216662708334
True,piano,64,73,32.173942000000004,32.379558127083335
False,piano,64,48,32.173942000000004,32.58608005208334
False,piano,64,55,32.173942000000004,32.58608005208334
True,piano,64,72,32.3913335,32.59694962708333
True,piano,64,70,32.608725,32.81434112708334
False,piano,64,52,32.608725,33.020863052083335
True,piano,64,68,32.826116500000005,33.031732627083336
True,piano,64,72,33.043508,33.45564605208334
False,piano,64,41,33.043508,33.86868990208334
True,piano,64,68,33.478291000000006,34.303472902083335
False,piano,64,48,33.913074,34.73825590208334
False,piano,64,53,33.913074,34.73825590208334
False,piano,64,56,33.913074,34.73825590208334
True,piano,64,72,34.78264,34.98825612708334
False,piano,64,39,34.78264,35.60782190208334
True,piano,64,72,35.000031500000006,35.20564762708334
True,piano,64,72,35.217423000000004,35.423039127083335
True,piano,64,72,35.4348145,35.64043062708334
True,piano,64,73,35.65220600000001,35.85782212708334
False,piano,64,51,35.65220600000001,36.477387902083336
False,piano,64,55,35.65220600000001,36.477387902083336
False,piano,64,58,35.65220600000001,36.477387902083336
True,piano,64,72,35.869597500000005,36.075213627083336
True,piano,64,70,36.086989,36.292605127083334
True,piano,64,68,36.3043805,36.50999662708334
True,piano,64,72,36.521772000000006,36.933910052083334
False,piano,64,37,36.521772000000006,37.346953902083335
True,piano,64,68,36.956555,37.78173690208334
False,piano,64,49,37.391338000000005,38.216519902083334
False,piano,64,53,37.391338000000005,38.216519902083334
False,piano,64,56,37.391338000000005,38.216519902083334
True,piano,64,72,38.260904000000004,38.466520127083335
False,piano,64,36,38.260904000000004,39.08608590208334
True,piano,64,72,38.4782955,38.68391162708334
True,piano,64,72,38.69568700000001,38.90130312708334
True,piano,64,72,38.913078500000005,39.118694627083336
True,piano,64,73,39.13047,39.336086127083334
False,piano,64,48,39.13047,39.95565190208334
False,piano,64,52,39.13047,39.95565190208334
False,piano,64,55,39.13047,39.95565190208334
True,piano,64,72,39.3478615,39.55347762708334
True,piano,64,70,39.565253000000006,39.77086912708334
True,piano,64,68,39.7826445,39.988260627083335
True,piano,64,68,40.000036,40.41217405208334
False,piano,64,41,40.000036,40.618695977083334
True,piano,68,70,40.434819000000005,40.84695705208334
False,piano,70,48,40.6522105,41.270870477083335
False,piano,70,53,40.6522105,41.270870477083335
True,piano,72,72,40.869602,41.281740052083336
True,piano,76,75,41.304385,41.71652305208334
False,piano,76,48,41.304385,41.71652305208334
False,piano,76,53,41.304385,41.71652305208334
False,piano,76,56,41.304385,41.71652305208334
True,piano,80,77,41.73916800000001,42.151306052083335
False,piano,80,39,41.73916800000001,42.35782797708334
True,piano,84,80,42.173951,42.58608905208334
False,piano,86,46,42.39134250000001,43.01000247708334
False,piano,86,51,42.39134250000001,43.01000247708334
True,piano,88,84,42.608734000000005,42.67213985416667
True,piano,88,85,42.67304565208334,42.87866177916667
True,piano,90,84,42.8261255,43.031741627083335
True,piano,92,70,43.043517,43.24913312708334
True,piano,92,82,43.043517,43.24913312708334
False,piano,92,46,43.043517,43.45565505208334
False,piano,92,51,43.043517,43.45565505208334
False,piano,92,55,43.043517,43.45565505208334
True,piano,94,68,43.260908500000006,43.46652462708334
True,piano,94,80,43.260908500000006,43.46652462708334
True,piano,96,72,43.478300000000004,43.89043805208334
True,piano,96,77,43.478300000000004,43.89043805208334
True,piano,96,80,43.478300000000004,43.89043805208334
True,piano,96,84,43.478300000000004,43.89043805208334
False,piano,96,37,43.478300000000004,44.09695997708334
False,piano,96,49,43.478300000000004,44.09695997708334
True,piano,96,68,43.91308300000001,44.73826490208334
True,piano,96,77,43.91308300000001,44.73826490208334
True,piano,96,80,43.91308300000001,44.73826490208334
False,piano,96,49,44.130474500000005,44.33609062708334
False,piano,96,56,44.347866,44.76000405208334
False,piano,96,61,44.347866,44.76000405208334
False,piano,96,65,44.782649000000006,45.194787052083335
True,piano,96,68,45.000040500000004,45.205656627083336
True,piano,96,80,45.000040500000004,45.205656627083336
True,piano,96,72,45.217432,45.42304812708334
True,piano,96,79,45.217432,45.42304812708334
True,piano,96,84,45.217432,45.42304812708334
False,piano,96,36,45.217432,45.836091977083335
False,piano,96,48,45.217432,45.836091977083335
True,piano,96,72,45.43482350000001,45.64043962708334
True,piano,96,79,45.43482350000001,45.64043962708334
True,piano,96,84,45.43482350000001,45.64043962708334
True,piano,96,72,45.652215000000005,45.85783112708334
True,piano,96,79,45.652215000000005,45.85783112708334
True,piano,96,84,45.652215000000005,45.85783112708334
True,piano,96,72,45.8696065,46.075222627083335
True,piano,96,79,45.8696065,46.075222627083335
True,piano,96,84,45.8696065,46.075222627083335
False,piano,96,48,45.8696065,46.075222627083335
True,piano,96,73,46.086998,46.29261412708334
True,piano,96,79,46.086998,46.29261412708334
True,piano,96,85,46.086998,46.29261412708334
False,piano,96,55,46.086998,46.49913605208334
False,piano,96,60,46.086998,46.49913605208334
True,piano,96,72,46.304389500000006,46.51000562708334
True,piano,96,79,46.304389500000006,46.51000562708334
True,piano,96,84,46.304389500000006,46.51000562708334
True,piano,96,70,46.521781000000004,46.727397127083336
True,piano,96,76,46.521781000000004,46.727397127083336
True,piano,96,82,46.521781000000004,46.727397127083336
False,piano,96,64,46.521781000000004,46.93391905208334
True,piano,96,68,46.7391725,46.94478862708334
True,piano,96,76,46.7391725,46.94478862708334
True,piano,96,80,46.7391725,46.94478862708334
True,piano,96,72,46.95656400000001,47.368702052083336
True,piano,96,77,46.95656400000001,47.368702052083336
True,piano,96,80,46.95656400000001,47.368702052083336
True,piano,96,84,46.95656400000001,47.368702052083336
False,piano,96,41,46.95656400000001,47.57522397708334
False,piano,96,53,46.95656400000001,47.57522397708334
True,piano,96,68,47.391347,48.21652890208334
True,piano,96,77,47.391347,48.21652890208334
True,piano,96,80,47.391347,48.21652890208334
False,piano,96,53,47.6087385,47.81435462708334
False,piano,96,60,47.826130000000006,48.238268052083335
False,piano,96,65,47.826130000000006,48.238268052083335
False,piano,96,68,48.260913,48.67305105208334
True,piano,96,72,48.695696000000005,48.90131212708334
True,piano,96,79,48.695696000000005,48.90131212708334
True,piano,96,84,48.695696000000005,48.90131212708334
False,piano,96,39,48.695696000000005,49.31435597708334
False,piano,96,51,48.695696000000005,49.31435597708334
True,piano,96,72,48.9130875,49.118703627083335
True,piano,96,79,48.9130875,49.118703627083335
True,piano,96,84,48.9130875,49.118703627083335
True,piano,96,72,49.13047900000001,49.33609512708334
True,piano,96,79,49.13047900000001,49.33609512708334
True,piano,96,84,49.13047900000001,49.33609512708334
True,piano,96,72,49.347870500000006,49.55348662708334
True,piano,96,79,49.347870500000006,49.55348662708334
True,piano,96,84,49.347870500000006,49.55348662708334
False,piano,96,51,49.347870500000006,49.55348662708334
True,piano,96,73,49.565262000000004,49.770878127083336
True,piano,96,79,49.565262000000004,49.770878127083336
True,piano,96,85,49.565262000000004,49.770878127083336
False,piano,96,58,49.565262000000004,49.97740005208334
False,piano,96,63,49.565262000000004,49.97740005208334
True,piano,96,72,49.7826535,49.98826962708334
True,piano,96,79,49.7826535,49.98826962708334
True,piano,96,84,49.7826535,49.98826962708334
True,piano,96,70,50.00004500000001,50.20566112708334
True,piano,96,79,50.00004500000001,50.20566112708334
True,piano,96,82,50.00004500000001,50.20566112708334
False,piano,96,67,50.00004500000001,50.412183052083336
True,piano,96,68,50.217436500000005,50.42305262708334
True,piano,96,80,50.217436500000005,50.42305262708334
True,piano,96,72,50.434828,50.84696605208334
True,piano,96,77,50.434828,50.84696605208334
True,piano,96,80,50.434828,50.84696605208334
True,piano,96,84,50.434828,50.84696605208334
False,piano,96,37,50.434828,51.053487977083336
False,piano,96,49,50.434828,51.053487977083336
True,piano,96,70,50.869611000000006,51.07522712708334
True,piano,96,77,50.869611000000006,51.07522712708334
True,piano,96,82,50.869611000000006,51.07522712708334
True,piano,96,80,51.087002500000004,51.292618627083336
False,piano,96,49,51.087002500000004,51.292618627083336
True,piano,96,82,51.304394,51.71653205208334
False,piano,96,56,51.304394,51.71653205208334
False,piano,96,61,51.304394,51.71653205208334
False,piano,96,65,51.739177000000005,52.15131505208334
True,piano,96,72,52.17396000000001,52.37957612708334
True,piano,96,79,52.17396000000001,52.37957612708334
True,piano,96,84,52.17396000000001,52.37957612708334
False,piano,96,36,52.17396000000001,52.79261997708334
False,piano,96,48,52.17396000000001,52.79261997708334
True,piano,96,72,52.391351500000006,52.59696762708334
True,piano,96,79,52.391351500000006,52.59696762708334
True,piano,96,84,52.391351500000006,52.59696762708334
True,piano,96,72,52.608743000000004,52.814359127083335
True,piano,96,79,52.608743000000004,52.814359127083335
True,piano,96,84,52.608743000000004,52.814359127083335
True,piano,96,72,52.8261345,53.03175062708334
True,piano,96,79,52.8261345,53.03175062708334
True,piano,96,84,52.8261345,53.03175062708334
False,piano,96,48,52.8261345,53.03175062708334
True,piano,96,73,53.04352600000001,53.24914212708334
True,piano,96,79,53.04352600000001,53.24914212708334
True,piano,96,85,53.04352600000001,53.24914212708334
False,piano,96,55,53.04352600000001,53.455664052083335
False,piano,96,60,53.04352600000001,53.455664052083335
True,piano,96,72,53.260917500000005,53.46653362708334
True,piano,96,79,53.260917500000005,53.46653362708334
True,piano,96,84,53.260917500000005,53.46653362708334
True,piano,96,70,53.478309,53.68392512708334
True,piano,96,76,53.478309,53.68392512708334
True,piano,96,82,53.478309,53.68392512708334
False,piano,96,64,53.478309,53.89044705208334
True,piano,96,68,53.69570050000001,53.90131662708334
True,piano,96,76,53.69570050000001,53.90131662708334
True,piano,96,80,53.69570050000001,53.90131662708334
True,piano,96,72,53.913092000000006,54.32523005208334
True,piano,96,77,53.913092000000006,54.32523005208334
True,piano,96,80,53.913092000000006,54.32523005208334
True,piano,96,84,53.913092000000006,54.32523005208334
False,piano,96,41,53.913092000000006,54.53175197708334
False,piano,96,53,53.913092000000006,54.53175197708334
True,piano,96,70,54.347875,54.55349112708334
True,piano,96,77,54.347875,54.55349112708334
True,piano,96,82,54.347875,54.55349112708334
True,piano,96,77,54.56526650000001,54.977404552083335
True,piano,96,80,54.56526650000001,54.977404552083335
False,piano,96,53,54.56526650000001,54.77088262708334
False,piano,96,60,54.782658000000005,55.19479605208334
False,piano,96,65,54.782658000000005,55.19479605208334
True,piano,96,77,55.0000495,55.20566562708334
True,piano,96,80,55.0000495,55.20566562708334
True,piano,95,72,55.21744100000001,55.42305712708334
True,piano,95,77,55.21744100000001,55.42305712708334
False,piano,95,68,55.21744100000001,55.629579052083336
True,piano,94,72,55.434832500000006,55.64044862708334
True,piano,94,77,55.434832500000006,55.64044862708334
False,piano,92,39,55.652224000000004,56.270883977083336
False,piano,92,51,55.652224000000004,56.270883977083336
True,piano,91,70,55.86961550000001,56.07523162708334
True,piano,91,75,55.86961550000001,56.07523162708334
True,piano,89,67,56.08700700000001,56.29262312708334
True,piano,89,72,56.08700700000001,56.29262312708334
True,piano,88,67,56.304398500000005,56.71653655208334
True,piano,88,72,56.304398500000005,56.71653655208334
False,piano,88,39,56.304398500000005,56.92305847708334
False,piano,88,51,56.304398500000005,56.92305847708334
True,piano,85,67,56.73918150000001,56.94479762708334
True,piano,85,72,56.73918150000001,56.94479762708334
True,piano,83,63,56.956573000000006,57.16218912708334
True,piano,83,68,56.956573000000006,57.16218912708334
False,piano,83,39,56.956573000000006,57.36871105208334
False,piano,83,51,56.956573000000006,57.36871105208334
True,piano,82,63,57.173964500000004,57.37958062708334
True,piano,82,68,57.173964500000004,57.37958062708334
True,piano,80,72,57.39135600000001,57.59697212708334
False,piano,80,37,57.39135600000001,58.01001597708334
True,piano,80,70,57.60874750000001,57.711102664583336
True,piano,80,72,57.71744325,57.92305937708334
True,piano,80,70,57.93483475000001,58.03718991458334
True,piano,80,72,58.0435305,58.45566855208334
False,piano,80,44,58.0435305,58.66219047708334
False,piano,80,49,58.0435305,58.66219047708334
False,piano,80,53,58.0435305,58.66219047708334
True,piano,80,68,58.478313500000006,58.68392962708334
True,piano,80,68,58.695705000000004,58.90132112708334
False,piano,80,49,58.695705000000004,59.10784305208334
False,piano,80,53,58.695705000000004,59.10784305208334
False,piano,80,56,58.695705000000004,59.10784305208334
True,piano,80,68,58.91309650000001,59.11871262708334
True,piano,80,72,59.13048800000001,59.33610412708334
False,piano,80,36,59.13048800000001,59.74914797708334
True,piano,80,70,59.347879500000005,59.45023466458334
True,piano,80,72,59.45657525000001,59.66219137708334
True,piano,80,70,59.673966750000005,59.77632191458334
True,piano,80,72,59.78266250000001,60.194800552083336
False,piano,80,43,59.78266250000001,60.40132247708334
False,piano,80,48,59.78266250000001,60.40132247708334
False,piano,80,52,59.78266250000001,60.40132247708334
True,piano,80,72,60.217445500000004,60.42306162708334
True,piano,80,68,60.43483700000001,60.64045312708334
False,piano,80,48,60.43483700000001,60.84697505208334
False,piano,80,52,60.43483700000001,60.84697505208334
False,piano,80,55,60.43483700000001,60.84697505208334
True,piano,80,68,60.65222850000001,60.85784462708334
True,piano,80,72,60.869620000000005,61.075236127083336
False,piano,80,41,60.869620000000005,61.48827997708334
True,piano,80,70,61.0870115,61.18936666458334
True,piano,80,72,61.195707250000005,61.40132337708334
True,piano,80,70,61.41309875,61.51545391458334
True,piano,80,72,61.521794500000006,61.93393255208334
False,piano,80,48,61.521794500000006,62.14045447708334
False,piano,80,53,61.521794500000006,62.14045447708334
False,piano,80,56,61.521794500000006,62.14045447708334
True,piano,80,72,61.95657750000001,62.16219362708334
True,piano,80,70,62.17396900000001,62.37958512708334
False,piano,80,53,62.17396900000001,62.58610705208334
False,piano,80,56,62.17396900000001,62.58610705208334
False,piano,80,60,62.17396900000001,62.58610705208334
True,piano,80,68,62.391360500000005,62.596976627083336
True,piano,80,70,62.608752,62.82523770208334
False,piano,80,39,62.608752,63.22741197708334
True,piano,80,75,62.674875247916674,62.82433190416667
True,piano,80,82,62.74099849583334,62.82433190416667
True,piano,80,87,62.82614350000001,63.03175962708334
True,piano,80,82,63.043535000000006,63.24915112708334
True,piano,80,79,63.260926500000004,63.46654262708334
False,piano,80,46,63.260926500000004,63.879586477083336
False,piano,80,51,63.260926500000004,63.879586477083336
False,piano,80,55,63.260926500000004,63.879586477083336
True,piano,80,75,63.47831800000001,63.68393412708334
True,piano,80,80,63.69570950000001,63.90132562708334
True,piano,80,80,63.913101000000005,64.11871712708334
False,piano,80,51,63.913101000000005,64.32523905208333
False,piano,80,55,63.913101000000005,64.32523905208333
False,piano,80,58,63.913101000000005,64.32523905208333
True,piano,80,80,64.1304925,64.33610862708333
True,piano,80,77,64.34788400000001,64.55350012708334
True,piano,80,84,64.34788400000001,64.55350012708334
False,piano,80,37,64.34788400000001,64.96654397708333
True,piano,80,77,64.56527550000001,64.77089162708334
True,piano,80,84,64.56527550000001,64.77089162708334
True,piano,80,77,64.782667,64.98828312708333
True,piano,80,84,64.782667,64.98828312708333
True,piano,80,77,65.00005850000001,65.41219655208334
True,piano,80,84,65.00005850000001,65.41219655208334
False,piano,80,44,65.00005850000001,65.61871847708333
False,piano,80,49,65.00005850000001,65.61871847708333
False,piano,80,53,65.00005850000001,65.61871847708333
True,piano,80,80,65.4348415,65.64045762708334
True,piano,80,80,65.65223300000001,65.85784912708334
False,piano,80,49,65.65223300000001,66.06437105208335
False,piano,80,53,65.65223300000001,66.06437105208335
False,piano,80,56,65.65223300000001,66.06437105208335
True,piano,80,80,65.8696245,66.07524062708335
True,piano,80,79,66.087016,66.29263212708334
True,piano,80,84,66.087016,66.29263212708334
False,piano,80,36,66.087016,66.70567597708335
True,piano,80,79,66.30440750000001,66.51002362708334
True,piano,80,84,66.30440750000001,66.51002362708334
True,piano,80,79,66.521799,66.72741512708333
True,piano,80,84,66.521799,66.72741512708333
True,piano,80,79,66.7391905,67.15132855208334
True,piano,80,84,66.7391905,67.15132855208334
False,piano,80,43,66.7391905,67.35785047708335
False,piano,80,48,66.7391905,67.35785047708335
False,piano,80,52,66.7391905,67.35785047708335
True,piano,80,80,67.1739735,67.37958962708333
True,piano,80,80,67.39136500000001,67.59698112708334
False,piano,80,48,67.39136500000001,67.80350305208334
False,piano,80,52,67.39136500000001,67.80350305208334
False,piano,80,55,67.39136500000001,67.80350305208334
True,piano,80,80,67.60875650000001,67.81437262708334
True,piano,80,89,67.826148,68.03176412708333
True,piano,80,92,67.826148,68.03176412708333
False,piano,80,41,67.826148,68.44480797708334
True,piano,80,89,68.04353950000001,68.24915562708334
True,piano,80,92,68.04353950000001,68.24915562708334
True,piano,80,89,68.26093100000001,68.46654712708335
True,piano,80,92,68.26093100000001,68.46654712708335
True,piano,80,87,68.4783225,68.89046055208334
False,piano,80,48,68.4783225,69.09698247708334
False,piano,80,53,68.4783225,69.09698247708334
False,piano,80,56,68.4783225,69.09698247708334
True,piano,80,87,68.9131055,69.11872162708335
True,piano,80,87,69.130497,69.33611312708334
False,piano,80,53,69.130497,69.54263505208334
False,piano,80,56,69.130497,69.54263505208334
False,piano,80,60,69.130497,69.54263505208334
True,piano,80,87,69.34788850000001,69.55350462708334
True,piano,80,91,69.56528,69.77089612708335
True,piano,80,94,69.56528,69.77089612708335
False,piano,80,39,69.56528,70.18393997708334
True,piano,80,91,69.7826715,69.98828762708334
True,piano,80,94,69.7826715,69.98828762708334
True,piano,80,91,70.00006300000001,70.20567912708334
True,piano,80,94,70.00006300000001,70.20567912708334
True,piano,80,91,70.2174545,70.42307062708333
True,piano,80,94,70.2174545,70.42307062708333
False,piano,80,46,70.2174545,70.83611447708334
False,piano,80,51,70.2174545,70.83611447708334
False,piano,80,55,70.2174545,70.83611447708334
True,piano,80,87,70.43484600000001,70.84698405208334
True,piano,80,92,70.43484600000001,70.84698405208334
True,piano,80,84,70.869629,71.07524512708333
False,piano,80,51,70.869629,71.28176705208334
False,piano,80,55,70.869629,71.28176705208334
False,piano,80,58,70.869629,71.28176705208334
True,piano,80,84,71.08702050000001,71.29263662708334
True,piano,80,77,71.30441200000001,71.51002812708334
False,piano,80,37,71.30441200000001,71.92307197708334
True,piano,80,77,71.5218035,71.72741962708334
True,piano,80,77,71.73919500000001,72.15133305208334
