user_played, instrument_name, velocity, pitch, start (s), end (s)
True,piano,18,65,70.590038234375,70.85474398437499
True,piano,18,73,70.590038234375,70.85474398437499
True,piano,18,46,70.942979234375,71.295920234375
True,piano,20,53,70.942979234375,71.295920234375
True,piano,16,49,70.942979234375,71.295920234375
True,piano,15,56,70.942979234375,71.295920234375
True,piano,20,73,70.942979234375,71.295920234375
True,piano,23,65,70.942979234375,71.295920234375
True,piano,18,49,71.295920234375,71.64886123437499
True,piano,18,70,71.295920234375,71.64886123437499
True,piano,20,73,71.64886123437499,71.737096484375
True,piano,22,53,71.64886123437499,72.001802234375
True,piano,19,73,71.825331734375,72.531213734375
True,piano,20,51,72.001802234375,72.795919484375
True,piano,19,46,72.001802234375,72.795919484375
True,piano,18,55,72.001802234375,72.795919484375
True,piano,19,65,72.884154734375,72.972389984375
True,piano,20,73,72.884154734375,72.972389984375
True,piano,16,55,73.060625234375,73.413566234375
True,piano,15,61,73.060625234375,73.413566234375
True,piano,20,58,73.060625234375,73.413566234375
True,piano,18,51,73.060625234375,73.413566234375
True,piano,22,65,73.060625234375,73.413566234375
True,piano,20,73,73.060625234375,73.413566234375
True,piano,18,51,73.413566234375,73.766507234375
True,piano,18,75,73.413566234375,73.766507234375
True,piano,22,55,73.766507234375,74.119448234375
True,piano,20,77,73.766507234375,74.119448234375
True,piano,20,72,74.119448234375,74.73709498437499
True,piano,19,65,74.119448234375,74.73709498437499
True,piano,18,56,74.119448234375,74.913565484375
True,piano,19,44,74.119448234375,74.913565484375
True,piano,15,48,74.119448234375,74.913565484375
True,piano,22,51,74.119448234375,74.913565484375
True,piano,21,75,74.825330234375,75.178271234375
True,piano,21,63,74.825330234375,75.178271234375
True,piano,20,72,75.178271234375,75.795917984375
True,piano,21,84,75.178271234375,75.795917984375
True,piano,19,43,75.178271234375,75.972388484375
True,piano,18,55,75.178271234375,75.972388484375
True,piano,15,51,75.178271234375,75.972388484375
True,piano,15,46,75.178271234375,75.972388484375
True,piano,20,80,75.884153234375,76.237094234375
True,piano,18,68,75.884153234375,76.237094234375
True,piano,20,70,76.237094234375,76.590035234375
True,piano,20,82,76.237094234375,76.590035234375
True,piano,19,41,76.237094234375,77.03121148437499
True,piano,18,53,76.237094234375,77.03121148437499
True,piano,22,48,76.237094234375,77.03121148437499
True,piano,17,68,76.590035234375,76.854740984375
True,piano,18,65,76.68562342187501,77.391505421875
True,piano,20,60,77.295917234375,77.648858234375
True,piano,16,56,77.295917234375,77.648858234375
True,piano,18,53,77.295917234375,77.648858234375
True,piano,18,53,77.648858234375,78.001799234375
True,piano,21,79,77.648858234375,78.001799234375
True,piano,21,67,77.648858234375,78.001799234375
True,piano,22,56,78.001799234375,78.354740234375
True,piano,21,80,78.001799234375,78.354740234375
True,piano,21,68,78.001799234375,78.354740234375
True,piano,19,77,78.354740234375,78.972386984375
True,piano,19,65,78.354740234375,78.972386984375
True,piano,19,41,78.354740234375,79.148857484375
True,piano,22,46,78.354740234375,79.148857484375
True,piano,18,49,78.354740234375,79.148857484375
True,piano,21,65,79.41356323437499,79.590033734375
True,piano,21,77,79.41356323437499,79.590033734375
True,piano,15,56,79.41356323437499,79.766504234375
True,piano,16,49,79.41356323437499,79.766504234375
True,piano,20,53,79.41356323437499,79.766504234375
True,piano,18,46,79.41356323437499,79.766504234375
True,piano,22,79,79.590033734375,79.942974734375
True,piano,22,67,79.590033734375,79.942974734375
True,piano,18,49,79.766504234375,80.119445234375
True,piano,19,80,79.942974734375,80.384150984375
True,piano,19,68,79.942974734375,80.384150984375
True,piano,22,53,80.119445234375,80.472386234375
True,piano,18,67,80.472386234375,81.178268234375
True,piano,18,79,80.472386234375,81.178268234375
True,piano,18,55,80.472386234375,81.26650348437501
True,piano,20,51,80.472386234375,81.26650348437501
True,piano,19,46,80.472386234375,81.26650348437501
True,piano,16,55,81.531209234375,81.884150234375
True,piano,15,61,81.531209234375,81.884150234375
True,piano,20,58,81.531209234375,81.884150234375
True,piano,18,51,81.531209234375,81.884150234375
True,piano,22,79,81.531209234375,81.884150234375
True,piano,18,67,81.531209234375,81.884150234375
True,piano,22,80,81.884150234375,82.148855984375
True,piano,19,68,81.884150234375,82.148855984375
True,piano,18,51,81.884150234375,82.237091234375
True,piano,22,82,82.237091234375,82.50179698437499
True,piano,20,70,82.237091234375,82.50179698437499
True,piano,22,55,82.237091234375,82.590032234375
True,piano,22,84,82.590032234375,82.854737984375
True,piano,18,72,82.590032234375,82.854737984375
True,piano,22,51,82.590032234375,83.384149484375
True,piano,18,56,82.590032234375,83.384149484375
True,piano,19,44,82.590032234375,83.384149484375
True,piano,15,48,82.590032234375,83.384149484375
True,piano,20,70,82.942973234375,83.29591423437499
True,piano,24,82,82.942973234375,83.29591423437499
True,piano,20,68,83.29591423437499,83.648855234375
True,piano,22,80,83.29591423437499,83.648855234375
True,piano,24,84,83.648855234375,84.00179623437499
True,piano,18,72,83.648855234375,84.00179623437499
True,piano,19,43,83.648855234375,84.442972484375
True,piano,18,55,83.648855234375,84.442972484375
True,piano,15,51,83.648855234375,84.442972484375
True,piano,15,46,83.648855234375,84.442972484375
True,piano,23,82,84.00179623437499,84.266501984375
True,piano,20,70,84.00179623437499,84.266501984375
True,piano,15,68,84.310619609375,84.48709010937499
True,piano,18,70,84.354737234375,84.707678234375
True,piano,16,65,84.707678234375,85.413560234375
True,piano,15,77,84.707678234375,85.413560234375
True,piano,22,48,84.707678234375,85.501795484375
True,piano,18,53,84.707678234375,85.501795484375
True,piano,19,41,84.707678234375,85.501795484375
True,piano,18,53,85.76650123437499,86.119442234375
True,piano,20,60,85.76650123437499,86.119442234375
True,piano,16,56,85.76650123437499,86.119442234375
True,piano,20,68,85.76650123437499,86.119442234375
True,piano,18,53,86.119442234375,86.472383234375
True,piano,17,67,86.119442234375,86.472383234375
True,piano,22,56,86.472383234375,86.82532423437499
True,piano,17,60,86.472383234375,86.82532423437499
True,piano,18,61,86.82532423437499,87.884147234375
True,piano,16,53,86.82532423437499,88.678264484375
True,piano,14,49,86.82532423437499,88.678264484375
True,piano,16,46,86.82532423437499,88.678264484375
True,piano,14,56,86.82532423437499,88.678264484375
True,piano,19,63,88.590029234375,88.94297023437501
True,piano,22,72,88.94297023437501,89.82532273437499
True,piano,14,61,88.94297023437501,90.795910484375
True,piano,16,58,88.94297023437501,90.795910484375
True,piano,16,51,88.94297023437501,90.795910484375
True,piano,14,55,88.94297023437501,90.795910484375
True,piano,13,70,90.001793234375,91.237086734375
True,piano,12,56,91.060616234375,91.854733484375
True,piano,14,60,91.060616234375,91.854733484375
True,piano,12,63,91.060616234375,91.854733484375
True,piano,14,53,91.060616234375,91.854733484375
True,piano,16,68,91.76649823437499,91.854733484375
True,piano,14,68,91.94296873437499,94.060614734375
True,piano,12,63,92.11943923437501,92.91355648437501
True,piano,14,60,92.11943923437501,92.91355648437501
True,piano,12,56,92.11943923437501,92.91355648437501
True,piano,14,53,92.11943923437501,92.91355648437501
True,piano,11,63,93.178262234375,93.972379484375
True,piano,12,60,93.178262234375,93.972379484375
True,piano,10,56,93.178262234375,93.972379484375
True,piano,12,53,93.178262234375,93.972379484375
True,piano,11,63,94.237085234375,95.031202484375
True,piano,12,60,94.237085234375,95.031202484375
True,piano,10,56,94.237085234375,95.031202484375
True,piano,12,53,94.237085234375,95.031202484375
True,piano,15,68,95.251790609375,95.604731609375
True,piano,16,72,95.295908234375,95.560613984375
True,piano,14,48,95.295908234375,95.648849234375
True,piano,16,41,95.295908234375,95.648849234375
True,piano,15,53,95.295908234375,95.648849234375
True,piano,16,68,95.648849234375,95.91355498437501
True,piano,17,72,95.648849234375,95.91355498437501
True,piano,14,48,95.648849234375,96.001790234375
True,piano,16,72,96.001790234375,96.090025484375
True,piano,14,53,96.001790234375,96.354731234375
True,piano,15,72,96.178260734375,96.619436984375
True,piano,14,53,96.354731234375,96.972377984375
True,piano,12,60,96.354731234375,96.972377984375
True,piano,12,56,96.354731234375,96.972377984375
True,piano,15,72,96.70767223437501,96.795907484375
True,piano,15,72,96.884142734375,97.148848484375
True,piano,13,53,97.060613234375,97.413554234375
True,piano,15,72,97.237083734375,97.59002473437499
True,piano,12,53,97.413554234375,97.766495234375
True,piano,12,56,97.413554234375,97.766495234375
True,piano,12,60,97.413554234375,97.766495234375
True,piano,15,70,97.766495234375,97.942965734375
True,piano,15,41,97.766495234375,98.11943623437499
True,piano,14,68,97.942965734375,98.648847734375
True,piano,11,53,98.11943623437499,98.472377234375
True,piano,12,60,98.472377234375,98.825318234375
True,piano,11,53,98.472377234375,98.825318234375
True,piano,11,56,98.472377234375,98.825318234375
True,piano,11,48,98.825318234375,99.442964984375
True,piano,15,70,99.17825923437499,99.354729734375
True,piano,16,72,99.354729734375,99.53120023437499
True,piano,15,73,99.53120023437499,99.97237648437499
True,piano,15,34,99.53120023437499,100.148846984375
True,piano,14,41,99.53120023437499,100.148846984375
True,piano,15,46,99.53120023437499,100.148846984375
True,piano,15,72,100.060611734375,100.237082234375
True,piano,15,70,100.237082234375,100.413552734375
True,piano,11,46,100.237082234375,100.590023234375
True,piano,14,72,100.413552734375,100.590023234375
True,piano,12,53,100.590023234375,101.11943473437499
True,piano,12,49,100.590023234375,101.11943473437499
True,piano,14,46,100.590023234375,101.11943473437499
True,piano,12,56,100.590023234375,101.11943473437499
True,piano,13,73,100.590023234375,101.384140484375
True,piano,11,46,101.29590523437498,101.648846234375
True,piano,12,46,101.648846234375,102.178257734375
True,piano,12,49,101.648846234375,102.178257734375
True,piano,12,53,101.648846234375,102.178257734375
True,piano,12,56,101.648846234375,102.178257734375
True,piano,11,61,101.648846234375,102.442963484375
True,piano,11,65,101.648846234375,102.442963484375
True,piano,11,70,101.648846234375,102.442963484375
True,piano,12,46,102.354728234375,102.70766923437499
True,piano,7,61,102.70766923437499,103.50178648437499
True,piano,7,65,102.70766923437499,103.50178648437499
True,piano,7,70,102.70766923437499,103.50178648437499
True,piano,12,46,102.70766923437499,103.590021734375
True,piano,12,49,102.70766923437499,103.590021734375
True,piano,13,53,102.70766923437499,103.590021734375
True,piano,13,56,102.70766923437499,103.590021734375
True,piano,15,63,103.70766873437499,104.060609734375
True,piano,16,70,103.766492234375,104.031197984375
True,piano,14,46,103.766492234375,104.119433234375
True,piano,15,51,103.766492234375,104.119433234375
True,piano,15,39,103.766492234375,104.119433234375
True,piano,15,70,104.119433234375,104.384138984375
True,piano,14,46,104.119433234375,104.47237423437501
True,piano,15,70,104.47237423437501,104.560609484375
True,piano,14,51,104.47237423437501,104.825315234375
True,piano,14,70,104.648844734375,105.09002098437499
True,piano,12,58,104.825315234375,105.442961984375
True,piano,12,61,104.825315234375,105.442961984375
True,piano,12,55,104.825315234375,105.442961984375
True,piano,14,51,104.825315234375,105.442961984375
True,piano,15,70,105.178256234375,105.26649148437501
True,piano,15,70,105.35472673437499,105.619432484375
True,piano,13,51,105.531197234375,105.88413823437499
True,piano,15,70,105.707667734375,106.14884398437499
True,piano,12,58,105.88413823437499,106.237079234375
True,piano,12,61,105.88413823437499,106.237079234375
True,piano,12,55,105.88413823437499,106.237079234375
True,piano,12,51,105.88413823437499,106.237079234375
True,piano,15,39,106.237079234375,106.590020234375
True,piano,12,63,106.237079234375,107.119431734375
True,piano,11,51,106.590020234375,106.94296123437499
True,piano,12,55,106.94296123437499,107.29590223437499
True,piano,13,61,106.94296123437499,107.29590223437499
True,piano,13,58,106.94296123437499,107.29590223437499
True,piano,12,51,106.94296123437499,107.29590223437499
True,piano,16,75,107.29590223437499,107.560607984375
True,piano,11,46,107.29590223437499,108.001784234375
True,piano,15,73,107.64884323437501,107.913548984375
True,piano,16,72,108.001784234375,108.53119573437499
True,piano,15,44,108.001784234375,108.619430984375
True,piano,14,39,108.001784234375,108.619430984375
True,piano,15,32,108.001784234375,108.619430984375
True,piano,15,70,108.53119573437499,108.707666234375
True,piano,15,68,108.707666234375,108.88413673437499
True,piano,14,48,108.707666234375,109.06060723437498
True,piano,14,70,108.88413673437499,109.06060723437498
True,piano,12,48,109.06060723437498,109.67825398437499
True,piano,12,51,109.06060723437498,109.67825398437499
True,piano,14,44,109.06060723437498,109.67825398437499
True,piano,12,56,109.06060723437498,109.67825398437499
True,piano,13,72,109.06060723437498,109.85472448437501
True,piano,13,48,109.766489234375,110.119430234375
True,piano,12,60,110.119430234375,110.737076984375
True,piano,12,56,110.119430234375,110.737076984375
True,piano,12,48,110.119430234375,110.737076984375
True,piano,12,51,110.119430234375,110.737076984375
True,piano,10,63,110.119430234375,110.913547484375
True,piano,10,68,110.119430234375,110.913547484375
True,piano,11,48,110.825312234375,111.178253234375
True,piano,7,60,111.178253234375,111.972370484375
True,piano,7,63,111.178253234375,111.972370484375
True,piano,7,68,111.178253234375,111.972370484375
True,piano,13,56,111.178253234375,112.06060573437499
